name,group,calorie,carbohydrate,protein,lipid,salt
そうめんかぼちゃ・果実・生,6,24,6.1,0.7,0.1,0
からしな・葉・生,6,26,4.7,3.3,0.1,0.2
からしな・塩漬,6,36,7.2,4,0.1,2.5
カリフラワー・花序・生,6,27,5.2,3,0.1,0
カリフラワー・花序・ゆで,6,26,5.1,2.7,0.1,0
かんぴょう・乾,6,260,68.1,6.3,0.2,0
かんぴょう・ゆで,6,28,7.2,0.7,0,0
きく・花びら・生,6,27,6.5,1.4,0,0
きく・花びら・ゆで,6,23,5.7,1,0,0
きく・菊のり,6,292,73.5,11.6,0.2,0
キャベツ・結球葉・生,6,23,5.2,1.3,0.2,0
キャベツ・結球葉・ゆで,6,20,4.6,0.9,0.2,0
キャベツ・結球葉・油いため,6,81,5.9,1.6,6,0
グリーンボール・結球葉・生,6,20,4.3,1.4,0.1,0
レッドキャベツ・結球葉・生,6,30,6.7,2,0.1,0
きゅうり・果実・生,6,14,3,1,0.1,0
きゅうり・漬物・塩漬,6,16,3.7,1,0.1,2.5
きゅうり・漬物・しょうゆ漬,6,50,10.8,3.2,0.4,4.1
きゅうり・漬物・ぬかみそ漬,6,27,6.2,1.5,0.1,5.3
きゅうり・漬物・ピクルス・スイート型,6,67,18.3,0.3,0.1,1.1
きゅうり・漬物・ピクルス・サワー型,6,12,2.5,1.4,0,2.5
ぎょうじゃにんにく・葉・生,6,34,6.6,3.5,0.2,0
キンサイ・茎葉・生,6,19,3.5,1.1,0.4,0.1
キンサイ・茎葉・ゆで,6,19,3.5,1.1,0.4,0.1
クレソン・茎葉・生,6,15,2.5,2.1,0.1,0.1
くわい・塊茎・生,6,126,26.6,6.3,0.1,0
くわい・塊茎・ゆで,6,128,27.2,6.2,0.1,0
ケール・葉・生,6,28,5.6,2.1,0.4,0
コールラビ・球茎・生,6,21,5.1,1,0,0
コールラビ・球茎・ゆで,6,21,5.2,1,0,0
こごみ・若芽・生,6,28,5.3,3,0.2,0
ごぼう・根・生,6,65,15.4,1.8,0.1,0
ごぼう・根・ゆで,6,58,13.7,1.5,0.2,0
こまつな・葉・生,6,14,2.4,1.5,0.2,0
こまつな・葉・ゆで,6,15,3,1.6,0.1,0
ザーサイ・漬物,6,23,4.6,2.5,0.1,13.7
さんとうさい・葉・生,6,14,2.7,1,0.2,0
さんとうさい・葉・ゆで,6,16,2.9,1.4,0.3,0
さんとうさい・塩漬,6,20,4,1.5,0.3,2.3
しかくまめ・若ざや・生,6,20,3.8,2.4,0.1,0
ししとう・果実・生,6,27,5.7,1.9,0.3,0
ししとう・果実・油いため,6,55,5.8,1.9,3.2,0
しそ・葉・生,6,37,7.5,3.9,0.1,0
しそ・実・生,6,41,8.9,3.4,0.1,0
じゅうろくささげ・若ざや・生,6,24,4.8,2.5,0.1,0
じゅうろくささげ・若ざや・ゆで,6,30,6.2,2.8,0.1,0
しゅんぎく・葉・生,6,22,3.9,2.3,0.3,0.2
しゅんぎく・葉・ゆで,6,27,4.5,2.7,0.5,0.1
じゅんさい・若葉・水煮びん詰,6,5,1,0.4,0,0
葉しょうが・根茎・生,6,11,2.1,0.5,0.2,0
しょうが・根茎・生,6,30,6.6,0.9,0.3,0
しょうが・漬物・酢漬,6,19,4,0.2,0.4,7.1
しょうが・漬物・甘酢漬,6,51,12.5,0.2,0.3,3
しろうり・果実・生,6,15,3.3,0.9,0.1,0
しろうり・漬物・塩漬,6,16,3.7,1,0.1,2
しろうり・漬物・奈良漬,6,157,40.8,4.5,0.1,4.3
ずいき・生ずいき・生,6,16,4.1,0.5,0,0
ずいき・生ずいき・ゆで,6,12,3.1,0.4,0,0
ずいき・干しずいき・乾,6,246,63.5,6.6,0.4,0
ずいき・干しずいき・ゆで,6,13,3.4,0.5,0,0
すぐきな・葉・生,6,26,5.4,1.9,0.2,0.1
すぐきな・根・生,6,21,4.7,0.6,0.1,0.1
すぐきな・すぐき漬,6,34,6.1,2.6,0.7,2.2
ズッキーニ・果実・生,6,14,2.8,1.3,0.1,0
せり・茎葉・生,6,17,3.3,2,0.1,0
せり・茎葉・ゆで,6,18,3.4,2.1,0.1,0
セロリ・葉柄・生,6,15,3.6,0.4,0.1,0.1
ぜんまい・生ぜんまい・若芽・生,6,29,6.6,1.7,0.1,0
ぜんまい・生ぜんまい・若芽・ゆで,6,21,4.1,1.1,0.4,0
ぜんまい・干しぜんまい・干し若芽・乾,6,293,70.8,14.6,0.6,0.1
ぜんまい・干しぜんまい・干し若芽・ゆで,6,29,6.8,1.7,0.1,0
そらまめ・未熟豆・生,6,108,15.5,10.9,0.2,0
そらまめ・未熟豆・ゆで,6,112,16.9,10.5,0.2,0
タアサイ・葉・生,6,13,2.2,1.3,0.2,0.1
タアサイ・葉・ゆで,6,13,2.3,1.1,0.2,0.1
かいわれだいこん・芽ばえ・生,6,21,3.3,2.1,0.5,0
葉だいこん・葉・生,6,18,3.3,2,0.2,0.1
だいこん・葉・生,6,25,5.3,2.2,0.1,0.1
だいこん・葉・ゆで,6,25,5.4,2.2,0.1,0.1
だいこん・根・皮つき・生,6,18,4.1,0.5,0.1,0
だいこん・根・皮つき・ゆで,6,18,4.5,0.4,0,0
だいこん・根・皮むき・生,6,18,4.1,0.4,0.1,0
だいこん・根・皮むき・ゆで,6,18,4,0.5,0.1,0
切干しだいこん・乾,6,301,69.7,9.7,0.8,0.5
切干しだいこん・ゆで,6,19,4.1,0.9,0.1,0
切干しだいこん・油いため,6,88,7.6,1.5,6,0
漬物・ぬかみそ漬,6,30,6.7,1.3,0.1,3.8
漬物・たくあん漬・塩押しだいこん漬,6,64,15.2,1.2,0.3,4.3
漬物・たくあん漬・干しだいこん漬,6,27,5.5,1.9,0.1,2.5
漬物・守口漬,6,187,44.3,5.3,0.2,3.6
漬物・べったら漬,6,57,14,0.9,0.1,3
漬物・みそ漬,6,78,16.3,4.5,0.3,11.2
漬物・福神漬,6,136,33.3,2.7,0.1,5.1
つまみな・葉・生,6,20,3.6,1.9,0.3,0.1
たいさい・葉・生,6,16,3.5,0.9,0.1,0.1
たいさい・塩漬,6,20,4.3,1.6,0.1,1.8
たかな・葉・生,6,21,4.2,1.8,0.2,0.1
たかな・たかな漬,6,33,7,2.8,0.2,5.8
たけのこ・若茎・生,6,26,4.3,3.6,0.2,0
たけのこ・若茎・ゆで,6,30,5.5,3.5,0.2,0
たけのこ・水煮缶詰,6,23,4,2.7,0.2,0
たけのこ・めんま・塩蔵・塩抜き,6,19,3.6,1,0.5,0.9
たまねぎ・りん茎・生,6,37,8.8,1,0.1,0
たまねぎ・りん茎・水さらし,6,26,6.1,0.6,0.1,0
たまねぎ・りん茎・ゆで,6,31,7.3,0.8,0.1,0
たまねぎ・りん茎・油いため,6,105,12,1.4,5.9,0
赤たまねぎ・りん茎・生,6,38,9,0.9,0.1,0
葉たまねぎ・りん茎及び葉・生,6,37,7.6,1.8,0.4,0
たらのめ・若芽・生,6,27,4.3,4.2,0.2,0
たらのめ・若芽・ゆで,6,26,4.1,4,0.2,0
チコリ・若芽・生,6,16,3.9,1,0,0
チンゲンサイ・葉・生,6,9,2,0.6,0.1,0.1
チンゲンサイ・葉・ゆで,6,12,2.4,0.9,0.1,0.1
チンゲンサイ・葉・油いため,6,39,2.2,0.8,3.2,0.1
つくし・胞子茎・生,6,38,8.1,3.5,0.1,0
つくし・胞子茎・ゆで,6,33,6.7,3.4,0.1,0
つるな・茎葉・生,6,15,2.8,1.8,0.1,0
つるむらさき・茎葉・生,6,13,2.6,0.7,0.2,0
つるむらさき・茎葉・ゆで,6,15,3.2,0.9,0.2,0
つわぶき・葉柄・生,6,21,5.6,0.4,0,0.3
つわぶき・葉柄・ゆで,6,16,4.4,0.3,0,0.1
とうがらし・葉・果実・生,6,35,7.2,3.4,0.1,0
とうがらし・葉・果実・油いため,6,85,8.5,4,4.9,0
とうがらし・果実・生,6,96,16.3,3.9,3.4,0
とうがらし・果実・乾,6,345,58.4,14.7,12,0
とうがん・果実・生,6,16,3.8,0.5,0.1,0
とうがん・果実・ゆで,6,16,3.7,0.6,0.1,0
スイートコーン・未熟種子・生,6,92,16.8,3.6,1.7,0
スイートコーン・未熟種子・ゆで,6,99,18.6,3.5,1.7,0
スイートコーン・未熟種子・電子レンジ調理,6,107,19.1,4.2,2.2,0
スイートコーン・未熟種子・穂軸つき・冷凍,6,97,18.7,3.5,1.5,0
スイートコーン・未熟種子・カーネル・冷凍,6,99,19.4,2.9,1.5,0
スイートコーン・缶詰・クリームスタイル,6,84,18.6,1.7,0.5,0.7
スイートコーン・缶詰・ホールカーネルスタイル,6,82,17.8,2.3,0.5,0.5
ヤングコーン・幼雌穂・生,6,29,6,2.3,0.2,0
トマト・果実・生,6,19,4.7,0.7,0.1,0
ミニトマト・果実・生,6,29,7.2,1.1,0.1,0
缶詰・ホール・食塩無添加,6,20,4.4,0.9,0.2,0
缶詰・トマトジュース・食塩添加,6,17,4,0.7,0.1,0.3
缶詰・トマトジュース・食塩無添加,6,17,4,0.7,0.1,0
缶詰・ミックスジュース・食塩添加,6,17,4.3,0.6,0,0.2
缶詰・ミックスジュース・食塩無添加,6,17,4.3,0.6,0,0
トレビス・葉・生,6,18,3.9,1.1,0.2,0
とんぶり・ゆで,6,90,12.9,6.1,3.5,0
ながさきはくさい・葉・生,6,13,2.6,1.3,0.1,0.1
ながさきはくさい・葉・ゆで,6,18,3.4,2.2,0.1,0
なす・果実・生,6,22,5.1,1.1,0.1,0
なす・果実・ゆで,6,19,4.5,1,0.1,0
なす・果実・油いため,6,79,6.3,1.5,5.8,0
なす・果実・天ぷら,6,180,12,1.6,14,0.1
べいなす・果実・生,6,22,5.3,1.1,0.1,0
べいなす・果実・素揚げ,6,183,6.7,1,17,0
漬物・塩漬,6,23,5.2,1.4,0.1,2.2
漬物・ぬかみそ漬,6,27,6.1,1.7,0.1,2.5
漬物・こうじ漬,6,79,18.2,5.5,0.1,6.6
漬物・からし漬,6,118,30.7,2.6,0.2,4.8
漬物・しば漬,6,30,7,1.4,0.2,4.1
なずな・葉・生,6,36,7,4.3,0.1,0
和種なばな・花らい・茎・生,6,33,5.8,4.4,0.2,0
和種なばな・花らい・茎・ゆで,6,28,4.3,4.7,0.1,0
洋種なばな・茎葉・生,6,35,6,4.1,0.4,0
洋種なばな・茎葉・ゆで,6,31,5.3,3.6,0.4,0
にがうり・果実・生,6,17,3.9,1,0.1,0
にがうり・果実・油いため,6,50,4.6,1.2,3.3,0
にら・葉・生,6,21,4,1.7,0.3,0
にら・葉・ゆで,6,31,5.7,2.6,0.5,0
にら・葉・油いため,6,74,4.9,1.9,5.7,0
花にら・花茎・花らい・生,6,27,5.9,1.9,0.2,0
黄にら・葉・生,6,18,3.3,2.1,0.1,0
葉にんじん・葉・生,6,18,3.7,1.1,0.2,0.1
にんじん・根・皮つき・生,6,39,9.3,0.7,0.2,0.1
にんじん・根・皮つき・ゆで,6,36,8.4,0.6,0.2,0.1
にんじん・根・皮むき・生,6,36,8.7,0.8,0.1,0.1
にんじん・根・皮むき・ゆで,6,36,8.5,0.7,0.1,0.1
にんじん・根・皮むき・油いため,6,109,12.4,1.1,6.4,0.1
にんじん・根・皮むき・素揚げ,6,89,13.9,1,3.5,0.1
にんじん・根・皮・生,6,31,7.3,0.7,0.2,0
にんじん・根・冷凍,6,35,8.2,0.8,0.2,0.2
にんじん・グラッセ,6,66,12.7,0.7,1.4,1
にんじん・ジュース・缶詰,6,28,6.7,0.6,0.1,0
きんとき・根・皮つき・生,6,44,9.6,1.8,0.2,0
きんとき・根・皮つき・ゆで,6,42,9.2,1.9,0.2,0
きんとき・根・皮むき・生,6,45,9.7,1.8,0.3,0
きんとき・根・皮むき・ゆで,6,45,9.6,1.9,0.4,0
ミニキャロット・根・生,6,32,7.5,0.7,0.2,0
にんにく・りん茎・生,6,136,27.5,6.4,0.9,0
にんにく・りん茎・油いため,6,199,30.6,8.2,5.9,0
茎にんにく・花茎・生,6,45,10.6,1.9,0.3,0
茎にんにく・花茎・ゆで,6,44,10.7,1.7,0.2,0
根深ねぎ・葉・軟白・生,6,34,8.3,1.4,0.1,0
根深ねぎ・葉・軟白・ゆで,6,28,6.8,1.3,0.1,0
根深ねぎ・葉・軟白・油いため,6,78,9.5,1.6,4.4,0
葉ねぎ・葉・生,6,30,6.5,1.9,0.3,0
葉ねぎ・葉・油いため,6,81,7.9,2.1,5.2,0
こねぎ・葉・生,6,27,5.4,2,0.3,0
のざわな・葉・生,6,16,3.5,0.9,0.1,0.1
のざわな・漬物・塩漬,6,18,4.1,1.2,0.1,1.5
のざわな・漬物・調味漬,6,23,5.4,1.7,0,2.4
のびる・りん茎葉・生,6,65,15.5,3.2,0.2,0
はくさい・結球葉・生,6,14,3.2,0.8,0.1,0
はくさい・結球葉・ゆで,6,13,2.9,0.9,0.1,0
はくさい・漬物・塩漬,6,16,3.4,1.4,0.1,2.3
はくさい・漬物・キムチ,6,46,7.9,2.8,0.3,2.2
パクチョイ・葉・生,6,15,2.7,1.6,0.2,0
バジル・葉・生,6,24,4,2,0.6,0
パセリ・葉・生,6,43,7.8,4,0.7,0
はつかだいこん・根・生,6,15,3.1,0.8,0.1,0
はやとうり・果実・白色種・生,6,20,4.9,0.6,0.1,0
はやとうり・果実・緑色種・生,6,20,4.9,0.6,0.1,0
はやとうり・果実・白色種・塩漬,6,17,4.4,0.6,0,3.6
ビーツ・根・生,6,41,9.3,1.6,0.1,0.1
ビーツ・根・ゆで,6,44,10.2,1.5,0.1,0.1
青ピーマン・果実・生,6,22,5.1,0.9,0.2,0
青ピーマン・果実・油いため,6,61,5.4,0.9,4.3,0
赤ピーマン・果実・生,6,30,7.2,1,0.2,0
赤ピーマン・果実・油いため,6,69,7.6,1,4.3,0
黄ピーマン・果実・生,6,27,6.6,0.8,0.2,0
黄ピーマン・果実・油いため,6,66,6.9,0.8,4.3,0
トマピー・果実・生,6,31,7.5,1,0.2,0
ひのな・根・茎葉・生,6,19,4.7,1,0,0
ひのな・根・茎葉・甘酢漬,6,69,17.3,1.4,0.5,2.8
ひろしまな・葉・生,6,20,4.2,1.5,0.2,0.1
ひろしまな・塩漬,6,16,3.3,1.2,0.2,2.1
ふき・葉柄・生,6,11,3,0.3,0,0.1
ふき・葉柄・ゆで,6,8,1.9,0.3,0,0.1
ふきのとう・花序・生,6,43,10,2.5,0.1,0
ふきのとう・花序・ゆで,6,32,7,2.5,0.1,0
ふじまめ・若ざや・生,6,33,7.4,2.5,0.1,0
ふだんそう・葉・生,6,19,3.7,2,0.1,0.2
ふだんそう・葉・ゆで,6,27,5.4,2.8,0.1,0.2
ブロッコリー・花序・生,6,33,5.2,4.3,0.5,0.1
ブロッコリー・花序・ゆで,6,27,4.3,3.5,0.4,0
ブロッコリー・芽ばえ・生,6,19,2.6,1.9,0.6,0
へちま・果実・生,6,16,3.8,0.8,0.1,0
へちま・果実・ゆで,6,18,3.7,1.6,0.1,0
ほうれんそう・葉・通年平均・生,6,20,3.1,2.2,0.4,0
ほうれんそう・葉・夏採り・生,6,20,3.1,2.2,0.4,0
ほうれんそう・葉・冬採り・生,6,20,3.1,2.2,0.4,0
ほうれんそう・葉・通年平均・ゆで,6,25,4,2.6,0.5,0
ほうれんそう・葉・夏採り・ゆで,6,25,4,2.6,0.5,0
ほうれんそう・葉・冬採り・ゆで,6,25,4,2.6,0.5,0
ほうれんそう・葉・通年平均・油いため,6,99,4.4,3.8,8.1,0
ほうれんそう・葉・冷凍,6,21,3.1,3.3,0.2,0.3
ホースラディシュ・根茎・生,6,79,17.7,3.1,0.3,0
まこも・茎・生,6,21,4.4,1.3,0.2,0
みずかけな・葉・生,6,25,4.7,2.9,0.1,0
みずかけな・塩漬,6,32,5.7,4.9,0,2.5
みずな・葉・生,6,23,4.8,2.2,0.1,0.1
みずな・葉・ゆで,6,22,4.7,2,0.1,0.1
みずな・塩漬,6,27,5.9,2,0.1,2.3
切りみつば・葉・生,6,18,4,1,0.1,0
切りみつば・葉・ゆで,6,15,3.3,0.9,0.1,0
根みつば・葉・生,6,20,4.1,1.9,0.1,0
根みつば・葉・ゆで,6,20,3.9,2.3,0.1,0
糸みつば・葉・生,6,13,2.9,0.9,0.1,0
糸みつば・葉・ゆで,6,17,4,1.1,0,0
みぶな・葉・生,6,15,2.9,1.1,0.3,0.1
みょうが・花穂・生,6,12,2.6,0.9,0.1,0
みょうがたけ・茎葉・生,6,7,1.5,0.4,0.1,0
むかご・肉芽・生,6,93,20.6,2.9,0.2,0
めキャベツ・結球葉・生,6,50,9.9,5.7,0.1,0
めキャベツ・結球葉・ゆで,6,49,9.8,5.3,0.1,0
めたで・芽ばえ・生,6,43,8.8,3,0.5,0
アルファルファもやし・生,6,12,2,1.6,0.1,0
だいずもやし・生,6,37,2.3,3.7,1.5,0
だいずもやし・ゆで,6,34,2.2,2.9,1.6,0
ブラックマッペもやし・生,6,15,2.7,2,0,0
ブラックマッペもやし・ゆで,6,13,2.7,1.3,0,0
りょくとうもやし・生,6,14,2.6,1.7,0.1,0
りょくとうもやし・ゆで,6,12,2.3,1.6,0,0
モロヘイヤ・茎葉・生,6,38,6.3,4.8,0.5,0
モロヘイヤ・茎葉・ゆで,6,25,4,3,0.4,0
やまごぼう・みそ漬,6,72,15.6,4.1,0.1,7.1
ゆりね・りん茎・生,6,125,28.3,3.8,0.1,0
ゆりね・りん茎・ゆで,6,126,28.7,3.4,0.1,0
ようさい・茎葉・生,6,17,3.1,2.2,0.1,0.1
ようさい・茎葉・ゆで,6,21,4.1,2.2,0.1,0
よめな・葉・生,6,46,10,3.4,0.2,0
よもぎ・葉・生,6,46,8.7,5.2,0.3,0
よもぎ・葉・ゆで,6,42,8.2,4.8,0.1,0
らっかせい・未熟豆・生,6,295,12.4,12,24.2,0
らっかせい・未熟豆・ゆで,6,288,12.3,11.9,23.5,0
らっきょう・りん茎・生,6,118,29.3,1.4,0.2,0
らっきょう・甘酢漬,6,115,29,0.7,0.2,2.2
エシャレット・りん茎・生,6,76,17.8,2.3,0.2,0
リーキ・りん茎葉・生,6,29,6.9,1.6,0.1,0
リーキ・りん茎葉・ゆで,6,28,6.8,1.3,0.1,0
ルッコラ・葉・生,6,19,3.1,1.9,0.4,0
ルバーブ・葉柄・生,6,24,6,0.7,0.1,0
ルバーブ・葉柄・ゆで,6,18,4.6,0.5,0.1,0
レタス・土耕栽培・結球葉・生,6,12,2.8,0.6,0.1,0
レタス・水耕栽培・結球葉・生,6,14,2.9,0.8,0.2,0
サラダな・葉・生,6,14,2.7,1,0.2,0
リーフレタス・葉・生,6,16,3.3,1.4,0.1,0
サニーレタス・葉・生,6,16,3.2,1.2,0.2,0
サンチュ・葉・生,6,15,2.5,1.2,0.4,0
コスレタス・葉・生,6,17,3.4,1.2,0.2,0
れんこん・根茎・生,6,66,15.5,1.9,0.1,0.1
れんこん・根茎・ゆで,6,66,16.1,1.3,0.1,0
わけぎ・葉・生,6,30,7.4,1.6,0,0
わけぎ・葉・ゆで,6,29,6.9,1.9,0,0
わさび・根茎・生,6,88,18.4,5.6,0.2,0.1
わさび・わさび漬,6,145,28,7.1,0.5,2.5
わらび・生わらび・生,6,21,4,2.4,0.1,0
わらび・生わらび・ゆで,6,15,3,1.5,0.1,0
わらび・干しわらび・乾,6,274,61.4,20,0.7,0
あけび・果肉・生,7,82,22,0.5,0.1,0
あけび・果皮・生,7,34,8.6,0.3,0.3,0
アセロラ・酸味種・生,7,36,9,0.7,0.1,0
アセロラ・甘味種・生,7,36,9,0.7,0.1,0
アセロラ・10%果汁入り飲料,7,42,10.5,0.1,0,0
アテモヤ・生,7,79,19.4,1.8,0.4,0
アボカド・生,7,187,6.2,2.5,18.7,0
あんず・生,7,36,8.5,1,0.3,0
あんず・乾,7,288,70.4,9.2,0.4,0
あんず・缶詰,7,81,18.9,0.5,0.4,0
あんず・ジャム・高糖度,7,262,64.9,0.3,0.1,0
あんず・ジャム・低糖度,7,205,50.5,0.4,0.1,0
いちご・生,7,34,8.5,0.9,0.1,0
いちご・ジャム・高糖度,7,256,63.3,0.4,0.1,0
いちご・ジャム・低糖度,7,197,48.4,0.5,0.1,0
いちご・乾,7,302,82.8,0.5,0.2,0.7
いちじく・生,7,54,14.3,0.6,0.1,0
いちじく・乾,7,291,75.3,3,1.1,0.2
いちじく・缶詰,7,81,19.4,0.5,0.1,0
うめ・生,7,28,7.9,0.7,0.5,0
うめ・梅漬・塩漬,7,24,6.7,0.7,0.4,19.3
うめ・梅漬・調味漬,7,53,10.5,1.5,0.5,6.9
うめ・梅干し・塩漬,7,33,10.5,0.9,0.2,22.1
うめ・梅干し・調味漬,7,96,21.1,1.5,0.6,7.6
うめ・梅びしお,7,200,48.1,0.7,0.5,7.9
うめ・20%果汁入り飲料,7,49,12.3,0,0,0.1
オリーブ・塩漬・グリーンオリーブ,7,145,4.5,1,15,3.6
オリーブ・塩漬・ブラックオリーブ,7,118,3.4,0.8,12.3,1.6
オリーブ・塩漬・スタッフドオリーブ,7,137,4.2,0.8,14.3,5.1
かき・甘がき・生,7,60,15.9,0.4,0.2,0
かき・渋抜きがき・生,7,63,16.9,0.5,0.1,0
かき・干しがき,7,276,71.3,1.5,1.7,0
かりん・生,7,68,18.3,0.4,0.1,0
いよかん・砂じょう・生,7,46,11.8,0.9,0.1,0
うんしゅうみかん・じょうのう・早生・生,7,45,11.9,0.5,0.1,0
うんしゅうみかん・じょうのう・普通・生,7,46,12,0.7,0.1,0
うんしゅうみかん・砂じょう・早生・生,7,43,11.3,0.5,0.1,0
うんしゅうみかん・砂じょう・普通・生,7,45,11.5,0.7,0.1,0
うんしゅうみかん・果実飲料・ストレートジュース,7,41,10.6,0.5,0.1,0
うんしゅうみかん・果実飲料・濃縮還元ジュース,7,38,9.9,0.5,0.1,0
うんしゅうみかん・果実飲料・果粒入りジュース,7,47,13,0.2,0,0
うんしゅうみかん・果実飲料・50%果汁入り飲料,7,60,14.7,0.2,0,0
うんしゅうみかん・果実飲料・20%果汁入り飲料,7,50,12.4,0.1,0,0
うんしゅうみかん・缶詰・果肉,7,64,15.3,0.5,0.1,0
うんしゅうみかん・缶詰・液汁,7,63,15.3,0.3,0.1,0
オレンジ・ネーブル・砂じょう・生,7,46,11.8,0.9,0.1,0
オレンジ・バレンシア・米国産・砂じょう・生,7,39,9.8,1,0.1,0
オレンジ・バレンシア・果実飲料・ストレートジュース,7,42,11,0.8,0,0
オレンジ・バレンシア・果実飲料・濃縮還元ジュース,7,42,10.7,0.7,0.1,0
オレンジ・バレンシア・果実飲料・50%果汁入り飲料,7,47,10.8,0.4,0.2,0
オレンジ・バレンシア・果実飲料・30%果汁入り飲料,7,41,10,0.2,0,0
オレンジ・バレンシア・マーマレード・高糖度,7,255,63.2,0.2,0.1,0
オレンジ・バレンシア・マーマレード・低糖度,7,193,47.7,0.3,0.1,0
オレンジ・福原オレンジ・砂じょう・生,7,39,9.8,1,0.1,0
オロブランコ・砂じょう・生,7,40,10.1,0.8,0.1,0
かぼす・果汁・生,7,25,8.5,0.4,0.1,0
かわちばんかん・砂じょう・生,7,35,8.8,0.7,0.2,0
きよみ・砂じょう・生,7,41,10.3,0.8,0.2,0
きんかん・全果・生,7,71,17.5,0.5,0.7,0
グレープフルーツ・白肉種・砂じょう・生,7,38,9.6,0.9,0.1,0
グレープフルーツ・紅肉種・砂じょう・生,7,38,9.6,0.9,0.1,0
グレープフルーツ・果実飲料・ストレートジュース,7,40,10.3,0.6,0.1,0
グレープフルーツ・果実飲料・濃縮還元ジュース,7,35,8.8,0.7,0.1,0
グレープフルーツ・果実飲料・50%果汁入り飲料,7,46,11.1,0.3,0,0
グレープフルーツ・果実飲料・20%果汁入り飲料,7,39,9.7,0.1,0,0
グレープフルーツ・缶詰,7,70,17.1,0.5,0,0
さんぼうかん・砂じょう・生,7,44,10.9,0.7,0.3,0
シークヮーサー・果汁・生,7,25,7.9,0.8,0.1,0
シークヮーサー・10%果汁入り飲料,7,48,11.8,0.1,0,0
しらぬひ・砂じょう・生,7,51,12.9,0.8,0.2,0
すだち・果皮・生,7,68,16.4,1.8,0.3,0
すだち・果汁・生,7,20,6.6,0.5,0.1,0
せとか・砂じょう・生,7,47,11.7,0.8,0.2,0
セミノール・砂じょう・生,7,49,12.4,1.1,0.1,0
だいだい・果汁・生,7,24,8,0.3,0.2,0
なつみかん・砂じょう・生,7,40,10,0.9,0.1,0
なつみかん・缶詰,7,81,19.4,0.5,0.1,0
はっさく・砂じょう・生,7,45,11.5,0.8,0.1,0
はるみ・砂じょう・生,7,48,12.1,0.9,0.2,0
ひゅうがなつ・じょうのう及びアルベド・生,7,45,11.7,0.6,0.1,0
ひゅうがなつ・砂じょう・生,7,33,8.3,0.6,0.1,0
ぶんたん・砂じょう・生,7,38,9.8,0.7,0.1,0
ぶんたん・ざぼん漬,7,344,85.5,0.2,0.1,0
ぽんかん・砂じょう・生,7,40,9.9,0.9,0.1,0
ゆず・果皮・生,7,59,14.2,1.2,0.5,0
ゆず・果汁・生,7,21,7,0.5,0.1,0
ライム・果汁・生,7,27,9.3,0.4,0.1,0
レモン・全果・生,7,54,12.5,0.9,0.7,0
レモン・果汁・生,7,26,8.6,0.4,0.2,0
キウイフルーツ・緑肉種・生,7,53,13.5,1,0.1,0
キウイフルーツ・黄肉種・生,7,59,14.9,1.1,0.2,0
キワノ・生,7,41,8,1.5,0.9,0
グァバ・赤肉種・生,7,38,9.9,0.6,0.1,0
グァバ・白肉種・生,7,38,9.9,0.6,0.1,0
グァバ・果実飲料・20%果汁入り飲料・,7,51,12.3,0.1,0.1,0
グァバ・果実飲料・10%果汁入り飲料,7,51,12.3,0.1,0.1,0
グーズベリー・生,7,52,13.2,1,0.1,0
ぐみ・生,7,68,17.2,1.3,0.2,0
ココナッツ・ココナッツウォーター,7,20,5,0.2,0.1,0
ココナッツ・ココナッツミルク,7,150,2.8,1.9,16,0
ココナッツ・ナタデココ,7,73,20.2,0,0,0
さくらんぼ・国産・生,7,60,15.2,1,0.2,0
さくらんぼ・米国産・生,7,66,17.1,1.2,0.1,0
さくらんぼ・米国産・缶詰,7,74,17.6,0.6,0.1,0
ざくろ・生,7,56,15.5,0.2,0,0
すいか・赤肉種・生,7,37,9.5,0.6,0.1,0
すいか・黄肉種・生,7,37,9.5,0.6,0.1,0
スターフルーツ・生,7,30,7.5,0.7,0.1,0
にほんすもも・生,7,44,9.4,0.6,1,0
プルーン・生,7,49,12.6,0.7,0.1,0
プルーン・乾,7,235,62.4,2.5,0.2,0
チェリモヤ・生,7,78,19.8,1.3,0.3,0
ドラゴンフルーツ・生,7,50,11.8,1.4,0.3,0
ドリアン・生,7,133,27.1,2.3,3.3,0
日本なし・生,7,43,11.3,0.3,0.1,0
日本なし・缶詰,7,78,19.1,0.1,0.1,0
中国なし・生,7,47,12.7,0.2,0.1,0
西洋なし・生,7,54,14.4,0.3,0.1,0
西洋なし・缶詰,7,85,20.7,0.2,0.1,0
なつめ・乾,7,287,71.4,3.9,2,0
なつめやし・乾,7,266,71.3,2.2,0.2,0
パインアップル・生,7,51,13.4,0.6,0.1,0
パインアップル・果実飲料・ストレートジュース,7,41,11,0.3,0.1,0
パインアップル・果実飲料・濃縮還元ジュース,7,41,11.1,0.1,0.1,0
パインアップル・果実飲料・50%果汁入り飲料,7,51,12.1,0.3,0.1,0
パインアップル・果実飲料・10%果汁入り飲料,7,50,12.4,0,0,0
パインアップル・缶詰,7,84,20.3,0.4,0.1,0
パインアップル・砂糖漬,7,351,86.8,0.5,0.2,0.1
ハスカップ・生,7,53,12.8,0.7,0.6,0
パッションフルーツ・果汁・生,7,64,16.2,0.8,0.4,0
バナナ・生,7,86,22.5,1.1,0.2,0
バナナ・乾,7,299,78.5,3.8,0.4,0
